source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2013_2_00081	CIP047	4-12-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-11165	A	H	U	W	217-11165	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00082	CIP047	4-12-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus michahellis	Yellow-legged Gull	217-11169	A	H	U	W	217-11169	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00083	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11729	A	H	U	W	217-11729	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00084	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11730	A	H	U	W	217-11730	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00085	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11731	A	H	U	W	217-11731	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00086	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11732	A	H	U	W	217-11732	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00087	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11733	A	H	U	W	217-11733	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00088	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11734	A	H	U	W	217-11734	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00089	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11735	A	H	U	W	217-11735	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00090	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11736	A	H	U	W	217-11736	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00091	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11737	A	H	U	W	217-11737	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00092	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11738	A	H	U	W	217-11738	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00093	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11739	A	H	U	W	217-11739	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00094	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11740	A	H	U	W	217-11740	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00095	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11741	A	H	U	W	217-11741	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00096	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11742	A	H	U	W	217-11742	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00097	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11743	A	H	U	W	217-11743	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00098	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11744	A	H	U	W	217-11744	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00099	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11745	A	H	U	W	217-11745	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00100	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11746	A	H	U	W	217-11746	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00101	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11747	A	H	U	W	217-11747	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00102	CIP047	24-11-2011	18-1-2013	Tblisi River	Republic of Georgia	Kvemo Kartli	41.7111	44.7896	Larus armenicus	Armenian Gull	217-11748	A	H	U	W	217-11748	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00103	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12262	A	H	U	W	217-12262	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00104	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12263	A	H	U	W	217-12263	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00105	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12264	A	H	U	W	217-12264	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00106	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12265	A	H	U	W	217-12265	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00107	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12266	A	H	U	W	217-12266	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00108	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12267	A	H	U	W	217-12267	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00109	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12268	A	H	U	W	217-12268	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, p"	NA	NA	U	U		VTM	A/Black-headed Gull/Republic of Georgia-EMC/1/2012										
2013_2_00110	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12269	A	H	U	W	217-12269	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00111	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12270	A	H	U	W	217-12270	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00112	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12271	A	H	U	W	217-12271	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00113	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12272	A	H	U	W	217-12272	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00114	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12273	A	H	U	W	217-12273	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00115	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12274	A	H	U	W	217-12274	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00116	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12275	A	H	U	W	217-12275	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00117	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12276	A	H	U	W	217-12276	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, p"	NA	NA	U	U		VTM	A/Black-headed Gull/Republic of Georgia-EMC/3/2012										
2013_2_00118	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12277	A	H	U	W	217-12277	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00119	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12278	A	H	U	W	217-12278	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00120	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12279	A	H	U	W	217-12279	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00121	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12280	A	H	U	W	217-12280	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00122	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12281	A	H	U	W	217-12281	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00123	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12282	A	H	U	W	217-12282	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00124	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12283	A	H	U	W	217-12283	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00125	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12284	A	H	U	W	217-12284	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00126	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12285	A	H	U	W	217-12285	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00127	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12286	A	H	U	W	217-12286	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00128	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12287	A	H	U	W	217-12287	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00129	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12288	A	H	U	W	217-12288	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00130	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12289	A	H	U	W	217-12289	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00131	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12290	A	H	U	W	217-12290	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00132	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12291	A	H	U	W	217-12291	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00133	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12292	A	H	U	W	217-12292	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00134	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12293	A	H	U	W	217-12293	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00135	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12294	A	H	U	W	217-12294	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00136	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12295	A	H	U	W	217-12295	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00137	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12296	A	H	U	W	217-12296	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00138	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12297	A	H	U	W	217-12297	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00139	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12298	A	H	U	W	217-12298	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00140	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12299	A	H	U	W	217-12299	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00141	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12300	A	H	U	W	217-12300	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7, virus isolation"	"p, n, n, n"	NA	NA	U	U		VTM											
2013_2_00142	CIP047	16-1-2012	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-12301	A	H	U	W	217-12301	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"p, n, n"	NA	NA	U	U		VTM											
2013_2_00143	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13782	A	H	H	W	217-13782	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00144	CIP047	22-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11079	A	H	U	W	217-11079	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00145	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13801	A	H	H	W	217-13801	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00146	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13802	A	H	H	W	217-13802	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00147	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13804	A	H	H	W	217-13804	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00148	CIP047	7-8-2012	18-1-2013	Madatapa	Republic of Georgia	Samtskhe-Javakheti	41.2056	43.756	Larus armenicus	Armenian Gull	217-13811	A	H	H	W	217-13811	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00149	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11080	A	H	U	W	217-11080	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00150	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11081	A	H	U	W	217-11081	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00151	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11083	A	H	U	W	217-11083	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00152	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11085	A	H	U	W	217-11085	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00153	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11086	A	H	U	W	217-11086	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00154	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11089	A	H	U	W	217-11089	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00155	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11090	A	H	U	W	217-11090	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00156	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11092	A	H	U	W	217-11092	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00157	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11094	A	H	U	W	217-11094	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00158	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11095	A	H	U	W	217-11095	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00159	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11096	A	H	U	W	217-11096	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00160	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11097	A	H	U	W	217-11097	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00161	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11098	A	H	U	W	217-11098	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00162	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11100	A	H	U	W	217-11100	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00163	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11101	A	H	U	W	217-11101	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00164	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11104	A	H	U	W	217-11104	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00165	CIP047	21-11-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Larus ridibundus	Black-headed Gull	217-11105	A	H	U	W	217-11105	F	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00166	CIP047	10-12-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Fulica atra	Common Coot	217-11226	K	H	U	W	217-11226	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00167	CIP047	10-12-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Fulica atra	Common Coot	217-11227	K	H	U	W	217-11227	C	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
2013_2_00168	CIP047	10-12-2011	18-1-2013	Paliastomi Lake	Republic of Georgia	Guria	42.1228	41.73448	Fulica atra	Common Coot	217-11228	K	H	U	W	217-11228	OP	"RRT-PCR MA, RRT-PCR H5, RRT-PCR H7"	"n, n, n"	NA	NA	U	U		VTM											
