source	Collecting_Institution	Collection_Date	Receipt_Date	Location	Country	State_Province	Latitude	Longitude	Host_Species	Host_Common_Name	Host_Identifier	Capture_Status	Health	Age	Behavior	Sample_Identifier	Sample_Material	Influenza_Test_Type	Influenza_Test_Result	Other_pathogens_tested_for (other than influenza)	Other_pathogen_test_result (other than influenza)	Habitat	Sex	Host_ID_Type	Sample_Transport_Medium	Strain_Name	Other_Host_and_Sample_Data									
2010_1_00283	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-455	A	H	A	W	217-455	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00284	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-456	A	H	A	W	217-456	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00285	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-457	A	H	A	W	217-457	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00286	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-458	A	H	A	W	217-458	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00287	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-459	A	H	A	W	217-459	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00288	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-460	A	H	A	W	217-460	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00289	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-461	A	H	A	W	217-461	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00290	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-462	A	H	A	W	217-462	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00291	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-463	A	H	A	W	217-463	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00292	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-464	A	H	A	W	217-464	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00293	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-465	A	H	A	W	217-465	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00294	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-466	A	H	A	W	217-466	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00295	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-467	A	H	A	W	217-467	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00296	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-468	A	H	A	W	217-468	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00297	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-469	A	H	A	W	217-469	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00298	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-470	A	H	A	W	217-470	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00299	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-471	A	H	A	W	217-471	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00300	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-472	A	H	A	W	217-472	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00301	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-473	A	H	A	W	217-473	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00302	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-474	A	H	A	W	217-474	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00303	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-475	A	H	A	W	217-475	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00304	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-476	A	H	A	W	217-476	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00305	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-477	A	H	A	W	217-477	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00306	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-478	A	H	A	W	217-478	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00307	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-479	A	H	A	W	217-479	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00308	CIP047	1/Dec/2005	17/Feb/2006	Kazbegi Brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-480	A	H	A	W	217-480	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00309	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-500	A	H	A	W	217-500	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00310	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-501	A	H	A	W	217-501	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00311	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-502	A	H	A	W	217-502	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00312	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-503	A	H	A	W	217-503	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00313	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-504	A	H	A	W	217-504	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00314	CIP047	14/Dec/2005	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-505	A	H	A	W	217-505	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00315	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-506	A	H	A	W	217-506	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00316	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-507	A	H	A	W	217-507	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00317	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-508	A	H	A	W	217-508	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00318	CIP047	18/Jan/2006	17/Feb/2006	Hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-509	K	D	A	W	217-509	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00319	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-510	A	H	A	W	217-510	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00320	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-511	A	H	A	W	217-511	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00321	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-512	A	H	A	W	217-512	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00322	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-513	A	H	A	W	217-513	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00323	CIP047	10/Jan/2006	17/Feb/2006	Kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Larus argentatus cachinnans	Yellow-legged Gull	217-514	A	H	A	W	217-514	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00324	CIP047	18/Jan/2006	17/Feb/2006	Hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-515	K	D	A	W	217-515	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00325	CIP047	10/Jan/2006	17/Feb/2006	kazbegi brewery	Georgia	Tbilisi	041.7118	44.7898	Corvus corone cornix	Hooded Crow	217-516	A	H	A	W	217-516	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00326	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-517	K	D	A	W	217-517	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00327	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-518	K	D	A	W	217-518	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00328	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-519	K	D	A	W	217-519	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00329	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	041.9958	42.1761	Anas platyrhynchos	Mallard	217-520	K	D	A	W	217-520	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00330	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-521	K	D	A	W	217-521	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00331	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-522	K	D	A	W	217-522	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00332	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-523	K	D	A	W	217-523	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00333	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-524	K	D	A	W	217-524	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00334	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-525	K	D	A	W	217-525	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00335	CIP047	18/Jan/2006	17/Feb/2006	hunting shop1	Georgia	Tbilisi	042.1761	41.9958	Anas platyrhynchos	Mallard	217-526	K	D	A	W	217-526	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00336	CIP047	15/Jan/2006	17/Feb/2006	lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-558	K	D	A	W	217-558	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00337	CIP047	15/Jan/2006	17/Feb/2006	lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-561	K	D	A	W	217-561	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00338	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-566	A	H	A	W	217-566	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00339	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-567	A	H	A	W	217-567	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00340	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-568	A	H	A	W	217-568	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00341	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-569	A	H	A	W	217-569	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00342	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-570	K	D	A	W	217-570	C	MA RRT-PCR	n	NA	NA		f		VTM											
2010_1_00343	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-571	K	D	A	W	217-571	OP	MA RRT-PCR	n	NA	NA		f		VTM											
2010_1_00344	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-572	K	D	A	W	217-572	C	MA RRT-PCR	n	NA	NA		m		VTM											
2010_1_00345	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-573	K	D	A	W	217-573	OP	MA RRT-PCR	n	NA	NA		m		VTM											
2010_1_00346	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-574	A	H	A	W	217-574	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00347	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-575	A	H	A	W	217-575	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00348	CIP047	20/Feb/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-576	A	H	A	W	217-576	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00349	CIP047	20/Jan/2006	17/Feb/2006	natanebi	Georgia	Tbilisi	041.9033	41.7741	Fulica atra	Common Coot	217-577	K	D	A	W	217-577	OP	MA RRT-PCR	p	NA	NA		M		VTM											A/Common Coot/Republic of Georgia-EMC/1/2010(H6N2)
2010_1_00350	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Fulica atra	Common Coot	217-578	A	H	A	W	217-578	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00351	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-579	A	H	A	W	217-579	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00352	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-580	A	H	A	W	217-580	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00353	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-581	A	H	A	W	217-581	C	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00354	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-582	A	H	A	W	217-582	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00355	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Fulica atra	Common Coot	217-583	A	H	A	W	217-583	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00356	CIP047	20/Jan/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anser anser	Greylag Goose	217-584	A	H	A	W	217-584	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00357	CIP047	20/Feb/2006	17/Feb/2006	Natanebi	Georgia	Tbilisi	041.9033	41.7741	Anas platyrhynchos	Mallard	217-585	A	H	A	W	217-585	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00358	CIP047		17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-586	K	D	A	W	217-586	OP	MA RRT-PCR	n	NA	NA		F		VTM											
2010_1_00359	CIP047		17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-587	K	D	A	W	217-587	OP	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00360	CIP047		17/Feb/2006	paliastomi lake	Georgia	Tbilisi	042.2247	41.9194	Anas platyrhynchos	Mallard	217-588	K	D	A	W	217-588	C	MA RRT-PCR	n	NA	NA		M		VTM											
2010_1_00361	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-589	A	H	A	W	217-589	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00362	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-590	A	H	A	W	217-590	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00363	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-591	A	H	A	W	217-591	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00364	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-592	A	H	A	W	217-592	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00365	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-593	A	H	A	W	217-593	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00366	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-595	A	H	A	W	217-595	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00367	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-596	A	H	A	W	217-596	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00368	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-597	A	H	A	W	217-597	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00369	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-598	A	H	A	W	217-598	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00370	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-599	A	H	A	W	217-599	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00371	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-600	A	H	A	W	217-600	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00372	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-601	A	H	A	W	217-601	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00373	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-604	A	H	A	W	217-604	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00374	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-605	A	H	A	W	217-605	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00375	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-606	A	H	A	W	217-606	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00376	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-607	A	H	A	W	217-607	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00377	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-609	A	H	A	W	217-609	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00378	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-611	A	H	A	W	217-611	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00379	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-612	A	H	A	W	217-612	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00380	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-613	A	H	A	W	217-613	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00381	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-614	A	H	A	W	217-614	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00382	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-615	A	H	A	W	217-615	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00383	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-616	A	H	A	W	217-616	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00384	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-617	A	H	A	W	217-617	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00385	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-622	A	H	A	W	217-622	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00386	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-624	A	H	A	W	217-624	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00387	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-625	A	H	A	W	217-625	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00388	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-627	A	H	A	W	217-627	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00389	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Fulica atra	Common Coot	217-628	A	H	A	W	217-628	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00390	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Phalacrocorax pygmeus	Pygmy Cormorant	217-640	A	H	A	W	217-640	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00391	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Phalacrocorax pygmeus	Pygmy Cormorant	217-641	A	H	A	W	217-641	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00392	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Phalacrocorax pygmeus	Pygmy Cormorant	217-642	A	H	A	W	217-642	OP	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00393	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Sturnus vulgaris	Common Starling	217-643	A	H	A	W	217-643	C	MA RRT-PCR	n	NA	NA		U		VTM											
2010_1_00394	CIP047	29/Jan/2006	17/Feb/2006	Lagodekhi	Georgia	Tbilisi	041.6589	46.1908	Sturnus vulgaris	Common Starling	217-644	A	H	A	W	217-644	OP	MA RRT-PCR	n	NA	NA		U		VTM											
